"topic","name_vi","id","subject","status","file","sha256","review_note"
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-ice-auger","A blue ice core auger with a silver spiral shaft and two side handles","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-core-sample","A translucent pale blue cylindrical ice core sample resting in a short gray tray","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-snowmobile","A compact orange scientific snowmobile with two front skis and a black seat","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-sample-case","A sturdy pale blue insulated sample case with a simple snowflake emblem","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-expedition-parka","A red polar expedition parka with a thick cream fur trimmed hood","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-satellite-phone","A rugged yellow satellite phone with a short dark antenna and blank screen","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-snow-goggles","A pair of cream traditional slit snow goggles with a simple brown cord","missing",,,
"fairy-garden","Khu vườn tiên","fairy-acorn-house","A tiny acorn shaped fairy house with a round door and one small oval window","missing",,,
"fairy-garden","Khu vườn tiên","fairy-petal-chair","A miniature fairy chair made from curled pink flower petals and slender twigs","missing",,,
"fairy-garden","Khu vườn tiên","fairy-thimble-bucket","A tiny silver thimble used as a fairy bucket with a curved twig handle","missing",,,
"fairy-garden","Khu vườn tiên","fairy-leaf-boat","A curled green leaf boat with a small pale petal sail","missing",,,
"fairy-garden","Khu vườn tiên","fairy-seed-lantern","A tiny hanging lantern made from a golden seed pod with a soft cream glow","missing",,,
"fairy-garden","Khu vườn tiên","fairy-dewdrop-watering-can","A miniature translucent dewdrop shaped watering can with a curled green stem handle","missing",,,
"fairy-garden","Khu vườn tiên","fairy-pebble-bridge","A tiny arched fairy garden bridge built from rounded pastel pebbles","missing",,,
"fairy-garden","Khu vườn tiên","fairy-winged-snail","A small friendly snail with delicate pale blue fairy wings and a lavender shell","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-mortar-pestle","A dark green stone mortar and pestle holding a few crushed lavender leaves","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-herb-bundle","A hanging bundle of sage and rosemary tied with natural twine","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-drawer-chest","A tiny wooden apothecary cabinet with nine small square drawers and round brass pulls","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-potion-bottle","A rounded muted violet herbal potion bottle with a cork and simple leaf shaped charm","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-drying-rack","A small circular wooden herb drying rack with three hanging plant bundles","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-balance-scale","A compact brass balance scale with two small suspended pans","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-crescent-vial","A crescent moon shaped glass vial containing pale blue herbal liquid","missing",,,
"herbal-apothecary","Tiệm thảo dược cổ tích","apothecary-herbal-salve","An open small amber salve jar showing pale green balm and a loose cream lid","missing",,,
"canal-town","Thị trấn bên kênh","canal-gabled-house","A narrow terracotta canal house with a stepped gable and three tall cream windows","missing",,,
"canal-town","Thị trấn bên kênh","canal-houseboat","A compact blue houseboat with a cream cabin roof and two round windows","missing",,,
"canal-town","Thị trấn bên kênh","canal-stone-bridge","A small single arch stone footbridge with simple dark iron railings","missing",,,
"canal-town","Thị trấn bên kênh","canal-lock-gate","A pair of wooden canal lock gates meeting in a shallow V with short beam handles","missing",,,
"canal-town","Thị trấn bên kênh","canal-bicycle","A cream city bicycle with a brown wicker front basket carrying two tulips","missing",,,
"canal-town","Thị trấn bên kênh","canal-quayside-lamp","A dark green curved canal side streetlamp on a short square stone base","missing",,,
"canal-town","Thị trấn bên kênh","canal-flower-box","A blue wooden window box overflowing with soft pink geraniums","missing",,,
"canal-town","Thị trấn bên kênh","canal-rowboat","A small green wooden rowboat with two cream oars resting across its seats","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-manual-wheelchair","A compact blue manual wheelchair with large rear wheels and black footrests","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-white-cane","A folding white mobility cane with a red lower section and a black wrist loop","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-hearing-aid","A small beige behind the ear hearing aid with a clear curved ear tube","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-braille-slate","A blue braille writing slate with orderly raised dot cells and its small stylus","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-forearm-crutch","A teal forearm crutch with a curved cuff and gray rubber foot","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-walker","A compact silver walking frame with two front wheels and teal hand grips","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-reaching-aid","A lightweight reaching aid with a blue squeeze handle and rubber tipped gripper","missing",,,
"accessible-everyday","Đồ dùng hỗ trợ tiếp cận","access-portable-ramp","A small folded out silver portable access ramp with raised side edges","missing",,,
